images,pilltype_id,label_code_id,prod_code_id,is_ref,is_front,is_new,image_path,label,Name,Imprint,Color,Shape,Strength
1026.jpg,00143-9919-01_02230118,143,9919,False,False,False,fcn_mix_weight/dc_224/1026.jpg,00143-9919-01_02230118,Glyburide (Micronized),G 2,Blue,Capsule-shape,3 mg
1029.jpg,50458-0579-30_8F1DC7FE,50458,579,False,True,False,fcn_mix_weight/dc_224/1029.jpg,50458-0579-30_8F1DC7FE,Xarelto,Logo 20 Xa,Red,Three-sided,20 mg
103.jpg,16110-0075-01_D21FE93F,16110,75,False,False,False,fcn_mix_weight/dc_224/103.jpg,16110-0075-01_D21FE93F,Monodox,MONODOX 75 M 075,Brown & White,Capsule-shape,75 mg
1030.jpg,00093-7168-98_4229A13D,93,7168,False,False,False,fcn_mix_weight/dc_224/1030.jpg,00093-7168-98_4229A13D,Amlodipine Besylate,93 7168,White,Round,10 mg
1031.jpg,00555-0633-02_72303931,555,633,False,True,False,fcn_mix_weight/dc_224/1031.jpg,00555-0633-02_72303931,Danazol,barr 633,White & Yellow,Capsule-shape,50 mg
1033.jpg,63304-0553-05_D015681B,63304,553,False,False,False,fcn_mix_weight/dc_224/1033.jpg,63304-0553-05_D015681B,CLORAZEPATE DIPOTASSIUM,RX 553,Orange,Round,7.5 MG
1036.jpg,00172-4096-60_B726DBE6,172,4096,False,True,False,fcn_mix_weight/dc_224/1036.jpg,00172-4096-60_B726DBE6,Baclofen,TV 4096,White,Round,10 mg
1038.jpg,00093-0928-06_6926B4E5,93,928,False,False,False,fcn_mix_weight/dc_224/1038.jpg,00093-0928-06_6926B4E5,Lovastatin,TEVA 928; 93 928,Green,Round,40 mg
1039.jpg,00093-4069-01_E126F0B7,93,4069,False,True,False,fcn_mix_weight/dc_224/1039.jpg,00093-4069-01_E126F0B7,Prazosin Hydrochloride,93 4069; TEVA 4069,Blue,Capsule-shape,5 mg
104.jpg,25010-0205-15_E61FF35F,25010,205,False,True,False,fcn_mix_weight/dc_224/104.jpg,25010-0205-15_E61FF35F,,,,,
1040.jpg,00781-1452-01_D720EBF7,781,1452,False,False,False,fcn_mix_weight/dc_224/1040.jpg,00781-1452-01_D720EBF7,Glipizide,GG 771,White,Round,5 mg
1041.jpg,00781-5185-01_8323C1DE,781,5185,False,True,False,fcn_mix_weight/dc_224/1041.jpg,00781-5185-01_8323C1DE,Levothyroxine Sodium,GG 336 112,Pink,Capsule-shape,112 mcg (0.112 mg)
1043.jpg,00093-3195-01_BF295F9A,93,3195,False,True,False,fcn_mix_weight/dc_224/1043.jpg,00093-3195-01_BF295F9A,Ketoprofen,93 3195 93 3195; TEVA 3195,Blue & White,Capsule-shape,75 mg
1047.jpg,00378-1811-01_5123A8BD,378,1811,False,True,False,fcn_mix_weight/dc_224/1047.jpg,00378-1811-01_5123A8BD,Levothyroxine Sodium,M L 9,Pink,Capsule-shape,112 mcg (0.112 mg)
1048.jpg,00093-3160-06_FB297DFB,93,3160,False,True,False,fcn_mix_weight/dc_224/1048.jpg,00093-3160-06_FB297DFB,Cefdinir,93 3160 93 3160,Green & Purple,Capsule-shape,300 mg
1049.jpg,68180-0479-01_B4215A0A,68180,479,False,True,False,fcn_mix_weight/dc_224/1049.jpg,68180-0479-01_B4215A0A,Simvastatin,LL C03,Tan,Oval,20 mg
105.jpg,00093-7425-56_D727EBFF,93,7425,False,True,False,fcn_mix_weight/dc_224/105.jpg,00093-7425-56_D727EBFF,Montelukast Sodium (Chewable),TV 7425,Pink,Four-sided,5 mg (base)
1050.jpg,00378-0505-01_652332F9,378,505,False,False,False,fcn_mix_weight/dc_224/1050.jpg,00378-0505-01_652332F9,Bisoprolol Fumarate and Hydrochlorothiazide,505 M,White,Round,10 mg / 6.25 mg
1053.jpg,00172-4097-60_532329F9,172,4097,False,False,False,fcn_mix_weight/dc_224/1053.jpg,00172-4097-60_532329F9,Baclofen,Z 4097 20; TV 4097,White,Round,20 mg
1054.jpg,67253-0902-10_AC15561A,67253,902,False,True,False,fcn_mix_weight/dc_224/1054.jpg,67253-0902-10_AC15561A,Alprazolam,S 902,Green,Oval,1 mg
1055.jpg,65862-0156-30_1E238F6C,65862,156,False,True,False,fcn_mix_weight/dc_224/1055.jpg,65862-0156-30_1E238F6C,Paroxetine Hydrochloride,F 12,Blue,Oval,30 mg
1056.jpg,51285-0538-02_9F304FB2,51285,538,False,False,False,fcn_mix_weight/dc_224/1056.jpg,51285-0538-02_9F304FB2,,,,,
1057.jpg,00093-1015-01_A929D4FE,93,1015,False,False,False,fcn_mix_weight/dc_224/1057.jpg,00093-1015-01_A929D4FE,Nabumetone,93 15,White,Oval,500 mg
1058.jpg,00093-7287-89_D22FE95F,93,7287,False,False,False,fcn_mix_weight/dc_224/1058.jpg,00093-7287-89_D22FE95F,Levetiracetam,93 7287,Orange,Oval,750 mg
1059.jpg,00093-2275-34_D82D6C1B,93,2275,False,False,False,fcn_mix_weight/dc_224/1059.jpg,00093-2275-34_D82D6C1B,Amoxicillin and Clavulanate Potassium,93 22 75,White,Oval,875 mg / 125 mg
106.jpg,00093-7242-06_76293B69,93,7242,False,False,False,fcn_mix_weight/dc_224/106.jpg,00093-7242-06_76293B69,Risperidone,93 7242,Yellow,Round,3 mg
1060.jpg,00093-7292-53_781B3C09,93,7292,False,True,False,fcn_mix_weight/dc_224/1060.jpg,00093-7292-53_781B3C09,,,,,
1061.jpg,42043-0190-04_6D1DB6BD,42043,190,False,False,False,fcn_mix_weight/dc_224/1061.jpg,42043-0190-04_6D1DB6BD,,,,,
1062.jpg,00074-6594-90_AB1D55FA,74,6594,False,False,False,fcn_mix_weight/dc_224/1062.jpg,00074-6594-90_AB1D55FA,Synthroid,SYNTHROID 88,Green,Round,88 mcg (0.088 mg)
1064.jpg,00093-7386-56_092F84AC,93,7386,False,False,False,fcn_mix_weight/dc_224/1064.jpg,00093-7386-56_092F84AC,Venlafaxine Hydrochloride Extended-Release,93 7386 93 7386,Orange,Capsule-shape,150 mg
1066.jpg,00007-4882-13_E118F097,7,4882,False,False,False,fcn_mix_weight/dc_224/1066.jpg,00007-4882-13_E118F097,Requip XL,GS YX7,Green,Oval,12 mg
1068.jpg,60505-1308-01_4F21A7DD,60505,1308,False,True,False,fcn_mix_weight/dc_224/1068.jpg,60505-1308-01_4F21A7DD,Ciprofloxacin Hydrochloride,APO CIP 250,White,Round,250 mg
107.jpg,68180-0479-01_B4215A0A,68180,479,False,True,False,fcn_mix_weight/dc_224/107.jpg,68180-0479-01_B4215A0A,Simvastatin,LL C03,Tan,Oval,20 mg
1072.jpg,00555-0869-02_B32F59EA,555,869,False,False,False,fcn_mix_weight/dc_224/1072.jpg,00555-0869-02_B32F59EA,Warfarin Sodium,barr 869 2,Purple,Oval,2 mg
1073.jpg,00093-5290-56_21281080,93,5290,False,False,False,fcn_mix_weight/dc_224/1073.jpg,00093-5290-56_21281080,Voriconazole,TEVA 5290,White,Oval,200 mg
1074.jpg,50111-0852-01_7B303DB1,50111,852,False,True,False,fcn_mix_weight/dc_224/1074.jpg,50111-0852-01_7B303DB1,Valproic Acid,PA 2120,White,Capsule-shape,250 mg
1075.jpg,00093-0054-01_7226B965,93,54,False,True,False,fcn_mix_weight/dc_224/1075.jpg,00093-0054-01_7226B965,Buspirone Hydrochloride,93 54; TEVA 54,White,Round,10 mg
1076.jpg,62037-0577-01_10210878,62037,577,False,False,False,fcn_mix_weight/dc_224/1076.jpg,62037-0577-01_10210878,Metformin Hydrochloride Extended-Release,Logo 577 750,Yellow,Oval,750 mg
1077.jpg,67767-0133-60_26269354,67767,133,False,False,False,fcn_mix_weight/dc_224/1077.jpg,67767-0133-60_26269354,Bupropion Hydrochloride Extended Release (SR),A 133,Yellow,Round,150 mg
1078.jpg,00378-2625-01_CE23E72F,378,2625,False,True,False,fcn_mix_weight/dc_224/1078.jpg,00378-2625-01_CE23E72F,Amitriptyline Hydrochloride,M 51,Green,Round,25 mg
108.jpg,00093-7180-01_482BA47D,93,7180,False,True,False,fcn_mix_weight/dc_224/108.jpg,00093-7180-01_482BA47D,Ofloxacin,7180 93,Yellow,Oval,200 mg
1080.jpg,00093-8035-01_DC266E63,93,8035,False,True,False,fcn_mix_weight/dc_224/1080.jpg,00093-8035-01_DC266E63,Glyburide (Micronized),3 035 N,Blue,Oval,3 mg
1081.jpg,00555-0285-02_F52B7AAB,555,285,False,False,False,fcn_mix_weight/dc_224/1081.jpg,00555-0285-02_F52B7AAB,Dipyridamole,b 285,White,Round,50 mg
1082.jpg,00603-2957-21_46232309,603,2957,False,False,False,fcn_mix_weight/dc_224/1082.jpg,00603-2957-21_46232309,Clonidine Hydrochloride,25 41 V,Tan,Oval,0.1 mg
1083.jpg,00093-0220-56_37299BCC,93,220,False,True,False,fcn_mix_weight/dc_224/1083.jpg,00093-0220-56_37299BCC,Bicalutamide,93 220,White,Round,50 mg
1084.jpg,00093-2932-01_DA296D4B,93,2932,False,True,False,fcn_mix_weight/dc_224/1084.jpg,00093-2932-01_DA296D4B,Methyldopa,N 77,White,Round,500 mg
1085.jpg,59762-2003-01_EC1DF61F,59762,2003,False,True,False,fcn_mix_weight/dc_224/1085.jpg,59762-2003-01_EC1DF61F,Ziprasidone Hydrochloride,G 2003 G 2003,White,Capsule-shape,60 mg
1086.jpg,00832-1025-00_73233989,832,1025,False,False,False,fcn_mix_weight/dc_224/1086.jpg,00832-1025-00_73233989,Baclofen,832 BC 20,White,Round,20 mg
1088.jpg,00093-9774-01_F922FC97,93,9774,False,False,False,fcn_mix_weight/dc_224/1088.jpg,00093-9774-01_F922FC97,Hydroxychloroquine Sulfate,93 9774,White,Capsule-shape,200 mg
109.jpg,63010-0027-70_141B8A3C,63010,27,False,False,False,fcn_mix_weight/dc_224/109.jpg,63010-0027-70_141B8A3C,Viracept,V 625,White,Oval,625 mg
1090.jpg,00054-4728-25_8723C3EE,54,4728,False,False,False,fcn_mix_weight/dc_224/1090.jpg,00054-4728-25_8723C3EE,Prednisone,54 612,White,Round,5 mg
1094.jpg,00054-2526-25_961C4B22,54,2526,False,False,False,fcn_mix_weight/dc_224/1094.jpg,00054-2526-25_961C4B22,Lithium Carbonate,54 213 54 213,White,Capsule-shape,150 mg
1095.jpg,59762-5021-01_19230CB8,59762,5021,False,True,False,fcn_mix_weight/dc_224/1095.jpg,59762-5021-01_19230CB8,Quinapril Hydrochloride,20 G 020,Brown,Round,20 mg
1096.jpg,00093-7181-01_2D2B96CC,93,7181,False,False,False,fcn_mix_weight/dc_224/1096.jpg,00093-7181-01_2D2B96CC,Ofloxacin,7181 93,White,Oval,300 mg
1097.jpg,60505-2580-09_9B1DCDFE,60505,2580,False,True,False,fcn_mix_weight/dc_224/1097.jpg,60505-2580-09_9B1DCDFE,Atorvastatin Calcium,APO ATV40,White,Oval,40 mg
1099.jpg,00093-7242-06_76293B69,93,7242,False,True,False,fcn_mix_weight/dc_224/1099.jpg,00093-7242-06_76293B69,Risperidone,93 7242,Yellow,Round,3 mg
11.jpg,00093-5207-01_782BBC1D,93,5207,False,False,False,fcn_mix_weight/dc_224/11.jpg,00093-5207-01_782BBC1D,Oxybutynin Chloride Extended Release,G 342,Pink,Round,10 mg
110.jpg,00093-1060-01_DC29EE4F,93,1060,False,True,False,fcn_mix_weight/dc_224/110.jpg,00093-1060-01_DC29EE4F,Sotalol Hydrochloride,93 1060,White,Oval,120 mg
1100.jpg,00093-1052-01_AE29D76E,93,1052,False,False,False,fcn_mix_weight/dc_224/1100.jpg,00093-1052-01_AE29D76E,Enalapril Maleate and Hydrochlorothiazide,93 1052,Brown,Oval,10 mg / 25 mg
1102.jpg,00591-0406-01_5C21AE6D,591,406,False,False,False,fcn_mix_weight/dc_224/1102.jpg,00591-0406-01_5C21AE6D,Lisinopril,WAT SON 406,White,Oval,5 mg
1103.jpg,00093-0012-98_4D29A6AD,93,12,False,False,False,fcn_mix_weight/dc_224/1103.jpg,00093-0012-98_4D29A6AD,Pantoprazole Sodium Delayed-Release,93/12,Yellow,Oval,40 mg
1105.jpg,00228-2803-11_34269A44,228,2803,False,False,False,fcn_mix_weight/dc_224/1105.jpg,00228-2803-11_34269A44,,,,,
1106.jpg,23155-0062-01_D91D6CAB,23155,62,False,True,False,fcn_mix_weight/dc_224/1106.jpg,23155-0062-01_D91D6CAB,Theophylline Extended-Release,HP 62,White,Capsule-shape,300 mg
1108.jpg,00093-7325-01_852D42DA,93,7325,False,False,False,fcn_mix_weight/dc_224/1108.jpg,00093-7325-01_852D42DA,Trandolapril,93 7325,Beige,Capsule-shape,1 mg
1109.jpg,00781-2054-01_A30ED1E6,781,2054,False,False,False,fcn_mix_weight/dc_224/1109.jpg,00781-2054-01_A30ED1E6,Terazosin Hydrochloride,GG 624 GG 624,Green,Capsule-shape,10 mg
111.jpg,00023-9350-07_D4196A7B,23,9350,False,True,False,fcn_mix_weight/dc_224/111.jpg,00023-9350-07_D4196A7B,Sanctura XR,SAN 60,Orange & White,Capsule-shape,60 mg
1110.jpg,65862-0144-01_5E212F49,65862,144,False,True,False,fcn_mix_weight/dc_224/1110.jpg,65862-0144-01_5E212F49,Carvedilol,E 03,White,Oval,12.5 mg
1111.jpg,63304-0579-01_5D26AEB5,63304,579,False,False,False,fcn_mix_weight/dc_224/1111.jpg,63304-0579-01_5D26AEB5,Metoprolol Tartrate,RE 79,White,Round,25 mg
1112.jpg,00093-2047-56_EA29752B,93,2047,False,False,False,fcn_mix_weight/dc_224/1112.jpg,00093-2047-56_EA29752B,Actos,ACTOS 30,White,Round,30 mg
1114.jpg,00093-5502-01_742DBA1D,93,5502,False,True,False,fcn_mix_weight/dc_224/1114.jpg,00093-5502-01_742DBA1D,Budeprion SR,2444 G,Yellow,Round,150 mg
1117.jpg,99207-0461-30_EF1C7793,99207,461,False,True,False,fcn_mix_weight/dc_224/1117.jpg,99207-0461-30_EF1C7793,Solodyn,DYN-090,Yellow,Capsule-shape,90 mg
1118.jpg,51285-0091-58_8F2DC79E,51285,91,False,False,False,fcn_mix_weight/dc_224/1118.jpg,51285-0091-58_8F2DC79E,Nordette-28,404 N; 405 N,Orange; Pink,Round,inert; ethinyl estradiol 0.03 mg / levonorgestrel 0.15 mg
112.jpg,50111-0434-01_F22FF97F,50111,434,False,True,False,fcn_mix_weight/dc_224/112.jpg,50111-0434-01_F22FF97F,Trazodone Hydrochloride,PLIVA 434; SL 434,White,Round,100 mg
1120.jpg,00173-0758-60_E019704B,173,758,False,True,False,fcn_mix_weight/dc_224/1120.jpg,00173-0758-60_E019704B,,,,,
1121.jpg,00093-4405-01_072D838C,93,4405,False,False,False,fcn_mix_weight/dc_224/1121.jpg,00093-4405-01_072D838C,,,,,
1122.jpg,00093-5035-01_472DA39D,93,5035,False,True,False,fcn_mix_weight/dc_224/1122.jpg,00093-5035-01_472DA39D,Antabuse,OP 706,White,Round,250 mg
1124.jpg,00093-1077-01_60293059,93,1077,False,False,False,fcn_mix_weight/dc_224/1124.jpg,00093-1077-01_60293059,Cefprozil,93 1077,Orange,Round,250 mg
1126.jpg,00093-3171-01_10268814,93,3171,False,True,False,fcn_mix_weight/dc_224/1126.jpg,00093-3171-01_10268814,Clindamycin Hydrochloride,93 3171 93 3171; TEVA 3171,Red & Turquoise; Red / Blue,Capsule-shape,150 mg
1127.jpg,50111-0483-01_333019E0,50111,483,False,True,False,fcn_mix_weight/dc_224/1127.jpg,50111-0483-01_333019E0,Theophylline Extended-Release,SL 483; PLIVA 483,White,Round,100 mg
1128.jpg,00093-7493-06_DB2FEDDF,93,7493,False,True,False,fcn_mix_weight/dc_224/1128.jpg,00093-7493-06_DB2FEDDF,Levetiracetam,9 3 7493,White,Oval,1000 mg
1129.jpg,00172-4364-60_66243311,172,4364,False,False,False,fcn_mix_weight/dc_224/1129.jpg,00172-4364-60_66243311,Labetalol Hydrochloride,TEVA 4364; Logo 4364 100,Yellow,Round,100 mg
113.jpg,65862-0064-01_252392CC,65862,64,False,True,False,fcn_mix_weight/dc_224/113.jpg,65862-0064-01_252392CC,Metoprolol Tartrate,C 75,Blue,Round,100 mg
1130.jpg,00093-7485-20_C73063F3,93,7485,False,False,False,fcn_mix_weight/dc_224/1130.jpg,00093-7485-20_C73063F3,Granisetron Hydrochloride,93 7485,White,Capsule-shape,1 mg
1131.jpg,00093-5353-01_03270198,93,5353,False,True,False,fcn_mix_weight/dc_224/1131.jpg,00093-5353-01_03270198,,,,,
1132.jpg,00378-2625-01_CE23E72F,378,2625,False,True,False,fcn_mix_weight/dc_224/1132.jpg,00378-2625-01_CE23E72F,Amitriptyline Hydrochloride,M 51,Green,Round,25 mg
1133.jpg,53489-0105-01_3D269EF4,53489,105,False,True,False,fcn_mix_weight/dc_224/1133.jpg,53489-0105-01_3D269EF4,Amitriptyline Hydrochloride,MP 25,Green,Round,25 mg
1134.jpg,29033-0020-12_BE135F6A,29033,20,False,True,False,fcn_mix_weight/dc_224/1134.jpg,29033-0020-12_BE135F6A,Carbamazepine Extended Release,NC 200,Yellow,Capsule-shape,200 mg
1135.jpg,50111-0470-01_FB2FFDFF,50111,470,False,False,False,fcn_mix_weight/dc_224/1135.jpg,50111-0470-01_FB2FFDFF,Propranolol Hydrochloride,SL 470; PLIVA 470,Pink,Round,60 mg
1136.jpg,00093-2203-01_CE27E77F,93,2203,False,False,False,fcn_mix_weight/dc_224/1136.jpg,00093-2203-01_CE27E77F,Metoclopramide Hydrochloride,TEVA 2203; BL 93,White,Round,10 mg
1138.jpg,00378-1823-01_D723EBAF,378,1823,False,False,False,fcn_mix_weight/dc_224/1138.jpg,00378-1823-01_D723EBAF,Levothyroxine Sodium,M L 15,Blue,Capsule-shape,137 mcg (0.137 mg)
1139.jpg,00093-1024-06_8E29C77E,93,1024,False,False,False,fcn_mix_weight/dc_224/1139.jpg,00093-1024-06_8E29C77E,Nefazodone Hydrochloride,93 1024,White,Oval,100 mg
114.jpg,50111-0471-01_18300C00,50111,471,False,True,False,fcn_mix_weight/dc_224/114.jpg,50111-0471-01_18300C00,Propranolol Hydrochloride,PLIVA 471,Yellow,Round,80 mg
1141.jpg,00004-0800-85_491E24C1,4,800,False,True,False,fcn_mix_weight/dc_224/1141.jpg,00004-0800-85_491E24C1,Tamiflu,ROCHE 75 mg,Yellow / Gray,Capsule-shape,75 mg
1143.jpg,62559-1507-00_8415C24E,62559,1507,False,True,False,fcn_mix_weight/dc_224/1143.jpg,62559-1507-00_8415C24E,Esterified Estrogens and Methyltestosterone ,1507,Green,Capsule-shape,0.625 mg / 1.25 mg
1144.jpg,00555-1021-01_D52B6AEB,555,1021,False,True,False,fcn_mix_weight/dc_224/1144.jpg,00555-1021-01_D52B6AEB,,,,,
1145.jpg,00555-9010-58_3B2F9D9C,555,9010,False,False,False,fcn_mix_weight/dc_224/1145.jpg,00555-9010-58_3B2F9D9C,Nortrel 1/35,b 949,Yellow,Round,ethinyl estradiol 0.035 mg / norethindrone 1mg
1149.jpg,00093-7168-98_4229A13D,93,7168,False,True,False,fcn_mix_weight/dc_224/1149.jpg,00093-7168-98_4229A13D,Amlodipine Besylate,93 7168,White,Round,10 mg
1153.jpg,00172-4365-60_1C280E70,172,4365,False,True,False,fcn_mix_weight/dc_224/1153.jpg,00172-4365-60_1C280E70,Labetalol Hydrochloride,TEVA 4365,White,Round,200 mg
1154.jpg,00093-0576-06_DB23EDBF,93,576,False,False,False,fcn_mix_weight/dc_224/1154.jpg,00093-0576-06_DB23EDBF,Lovastatin,93 576; TEVA 576,Blue,Round,20 mg
1155.jpg,65162-0212-11_AD1C56C2,65162,212,False,False,False,fcn_mix_weight/dc_224/1155.jpg,65162-0212-11_AD1C56C2,Phenytoin Sodium Extended,IP 212 IP 212,White / Purple,Capsule-shape,100 mg
1156.jpg,00172-2083-60_B122D8F6,172,2083,False,True,False,fcn_mix_weight/dc_224/1156.jpg,00172-2083-60_B122D8F6,Hydrochlorothiazide,Z 2083; TEVA 2083,Orange,Round,25 mg
1157.jpg,00591-2473-19_F11D78AB,591,2473,False,True,False,fcn_mix_weight/dc_224/1157.jpg,00591-2473-19_F11D78AB,,,,,
1159.jpg,00093-7304-65_712F3889,93,7304,False,True,False,fcn_mix_weight/dc_224/1159.jpg,00093-7304-65_712F3889,Mirtazapine,7304 93,White,Round,30 mg
116.jpg,67767-0133-60_26269354,67767,133,False,True,False,fcn_mix_weight/dc_224/116.jpg,67767-0133-60_26269354,Bupropion Hydrochloride Extended Release (SR),A 133,Yellow,Round,150 mg
1161.jpg,00378-0232-01_86204302,378,232,False,False,False,fcn_mix_weight/dc_224/1161.jpg,00378-0232-01_86204302,Furosemide,MYLAN 232 80,White,Round,80 mg
1163.jpg,65862-0050-30_012180AC,65862,50,False,False,False,fcn_mix_weight/dc_224/1163.jpg,65862-0050-30_012180AC,Simvastatin,A 15,Yellow,Round,5 mg
1164.jpg,00093-7178-01_D329E9CF,93,7178,False,False,False,fcn_mix_weight/dc_224/1164.jpg,00093-7178-01_D329E9CF,Nefazodone Hydrochloride,93 7178,Pink,Oval,50 mg
1165.jpg,00093-7670-01_8327C19E,93,7670,False,True,False,fcn_mix_weight/dc_224/1165.jpg,00093-7670-01_8327C19E,,,,,
1166.jpg,00173-0758-60_E019704B,173,758,False,True,False,fcn_mix_weight/dc_224/1166.jpg,00173-0758-60_E019704B,,,,,
1167.jpg,00093-1048-98_C029E06F,93,1048,False,True,False,fcn_mix_weight/dc_224/1167.jpg,00093-1048-98_C029E06F,Metformin Hydrochloride,93 48,White,Oval,500 mg
1168.jpg,00093-7338-01_642D3229,93,7338,False,True,False,fcn_mix_weight/dc_224/1168.jpg,00093-7338-01_642D3229,Tamsulosin Hydrochloride,93 7338 93 7338,Brown / Beige,Capsule-shape,0.4 mg
1169.jpg,00555-1021-01_D52B6AEB,555,1021,False,False,False,fcn_mix_weight/dc_224/1169.jpg,00555-1021-01_D52B6AEB,,,,,
1170.jpg,00172-2907-60_AA26D556,172,2907,False,True,False,fcn_mix_weight/dc_224/1170.jpg,00172-2907-60_AA26D556,Furosemide,Logo 2907; TEVA 2907; Z 2907,White,Round,40 mg
1172.jpg,00378-2180-01_8F23479A,378,2180,False,False,False,fcn_mix_weight/dc_224/1172.jpg,00378-2180-01_8F23479A,,,,,
1173.jpg,00093-7369-56_AD2FD6CE,93,7369,False,True,False,fcn_mix_weight/dc_224/1173.jpg,00093-7369-56_AD2FD6CE,Hydrochlorothiazide and Losartan Potassium,93 7369,White,Oval,12.5 mg / 100 mg
1174.jpg,00093-5171-20_4C2DA60D,93,5171,False,False,False,fcn_mix_weight/dc_224/1174.jpg,00093-5171-20_4C2DA60D,Alendronate Sodium,93 5171,White,Four-sided,70 mg
1175.jpg,53489-0384-01_4D202681,53489,384,False,True,False,fcn_mix_weight/dc_224/1175.jpg,53489-0384-01_4D202681,Metoclopramide Hydrochloride,MP 148,White,Round,5 mg
1176.jpg,00054-4182-25_77233BF9,54,4182,False,False,False,fcn_mix_weight/dc_224/1176.jpg,00054-4182-25_77233BF9,Dexamethasone,54 943,Pink,Round,1.5 mg
